days_before_started_study,num_slides,num_assignments_done,avg_sleep_last_week,coffee_cups_per_day,hours_studied_last_week,avg_quiz_score,midterm_score,assignments_done_ratio,class_attendance_ratio,sleep_hours_before_exam,stress_level,ai_background,mentality_type,exam_time,crisis_type,final_exam_score
4,134,0,6.7,1,24.9,6.8,9.3,0.04,0.2,5.0,4.0,none,memorization_heavy,Evening,panic_mode,12.7
0,203,4,7.6,7,2.6,8.1,10.1,0.42,0.8,4.8,4.0,,project_heavy,Evening,Denial_mode,2.1
0,194,2,7.5,0,5.5,15.4,14.2,0.27,0.82,5.8,3.0,basic,memorization_heavy,morning,No_issue,15.7
7,125,1,6.2,0,16.3,8.9,12.5,0.14,0.19,8.2,2.0,basic,theory_heavy,morning,Denial_mode,6.2
3,117,0,4.5,1,38.8,6.2,8.8,0.06,0.27,8.4,3.0,none,memorization_heavy,Evening,panic_mode,14.0
5,205,9,4.8,1,26.2,10.4,8.9,0.92,0.37,6.4,3.0,none,theory_heavy,afternoon,panic_mode,14.0
10,99,6,5.1,5,31.8,10.1,11.9,0.64,0.2,5.4,,none,theory_heavy,morning,No_issue,17.4
0,167,9,8.2,2,0.4,15.6,14.9,0.95,0.36,4.0,4.0,basic,project_heavy,Evening,Denial_mode,7.1
1,249,3,8.4,0,9.8,16.7,18.2,0.36,0.05,5.8,4.0,strong,theory_heavy,afternoon,No_issue,16.5
10,60,7,4.8,1,22.2,10.7,12.5,0.76,0.06,8.4,3.0,none,theory_heavy,Evening,No_issue,14.5
4,274,5,6.5,2,8.4,14.1,12.6,0.52,0.99,8.2,3.0,none,memorization_heavy,Evening,No_issue,14.8
0,287,4,8.6,4,9.9,7.7,13.2,0.41,0.17,6.9,4.0,basic,memorization_heavy,Evening,No_issue,13.3
5,236,6,8.2,7,28.8,13.9,15.8,0.61,0.61,6.3,2.0,strong,project_heavy,Evening,No_issue,15.2
10,260,6,4.1,2,17.8,11.0,13.3,0.61,0.16,7.6,2.0,none,project_heavy,Evening,No_issue,14.6
6,235,6,4.1,0,5.9,8.5,11.1,0.62,0.17,6.0,3.0,,memorization_heavy,Evening,No_issue,11.4
9,156,8,5.9,7,38.3,13.2,11.4,0.89,0.57,5.6,3.0,none,project_heavy,afternoon,panic_mode,12.5
4,289,7,4.5,3,34.1,17.4,15.2,0.75,0.05,3.6,2.0,basic,memorization_heavy,morning,No_issue,18.5
4,91,5,6.7,4,23.9,18.0,,0.54,0.7,4.3,3.0,basic,project_heavy,afternoon,panic_mode,16.9
0,74,6,6.2,2,7.7,13.1,16.4,0.63,0.64,3.0,4.0,basic,memorization_heavy,Evening,panic_mode,4.6
2,96,6,5.3,4,9.1,9.8,11.0,0.66,0.75,3.5,5.0,none,project_heavy,afternoon,panic_mode,8.9
9,141,6,7.1,7,24.2,9.0,9.1,0.63,0.46,5.1,2.0,none,project_heavy,morning,No_issue,14.9
4,53,0,7.6,3,13.1,18.7,18.2,0.02,0.71,3.8,3.0,strong,project_heavy,afternoon,panic_mode,13.2
8,206,1,6.4,0,6.1,15.9,13.8,0.11,0.96,8.4,,none,project_heavy,Evening,No_issue,15.3
4,84,4,8.7,3,21.4,11.8,,0.4,0.32,8.3,1.0,strong,memorization_heavy,afternoon,Denial_mode,6.7
1,122,9,6.0,7,2.6,3.1,7.7,0.97,0.2,5.7,5.0,none,project_heavy,Evening,Denial_mode,1.8
2,120,5,6.0,6,1.3,17.5,14.1,0.54,0.66,7.8,5.0,basic,project_heavy,morning,Denial_mode,7.4
7,147,3,4.4,7,7.8,11.1,18.3,0.39,0.48,6.7,3.0,strong,project_heavy,afternoon,panic_mode,17.0
4,225,0,4.2,5,27.6,9.6,8.3,0.05,0.86,8.9,3.0,none,theory_heavy,morning,panic_mode,14.1
10,209,3,5.7,31,0.4,12.0,11.5,0.34,0.69,4.3,4.0,none,project_heavy,afternoon,panic_mode,13.3
1,102,7,4.1,5,4.3,8.4,12.1,0.79,0.19,8.2,5.0,basic,memorization_heavy,morning,Denial_mode,4.6
7,111,7,6.0,1,13.9,6.7,5.9,0.78,0.36,5.6,3.0,,project_heavy,Evening,panic_mode,4.1
4,52,0,5.5,3,20.3,2.0,9.4,0.07,0.24,8.9,3.0,none,project_heavy,Evening,panic_mode,7.6
7,191,7,4.3,6,29.5,6.1,,0.75,0.93,4.7,3.0,,project_heavy,afternoon,panic_mode,9.1
6,193,1,8.6,1,165.0,8.9,9.0,0.1,0.8,8.9,2.0,none,memorization_heavy,morning,Denial_mode,5.1
8,157,5,8.3,1,15.1,13.6,14.4,0.59,0.95,5.5,2.0,basic,memorization_heavy,afternoon,No_issue,15.1
10,236,4,5.3,5,21.9,8.3,7.9,0.41,0.65,5.7,3.0,none,memorization_heavy,afternoon,panic_mode,15.2
4,256,9,7.4,0,5.1,6.3,7.6,0.93,0.05,3.9,4.0,none,memorization_heavy,morning,panic_mode,4.6
9,75,2,6.2,3,27.1,10.6,15.5,0.24,0.5,7.5,3.0,basic,project_heavy,afternoon,No_issue,15.0
6,241,9,6.5,2,3.9,17.8,14.3,0.99,0.98,6.2,4.0,strong,theory_heavy,morning,No_issue,15.4
3,206,0,4.6,4,13.5,14.1,14.5,0.09,0.61,6.4,3.0,none,memorization_heavy,afternoon,No_issue,15.7
9,292,0,5.8,0,11.4,7.4,7.7,0.02,0.72,6.3,,none,project_heavy,morning,panic_mode,4.7
5,71,8,8.5,4,17.8,4.9,4.1,0.88,0.88,4.3,1.0,none,project_heavy,morning,No_issue,7.9
3,172,5,7.2,2,31.7,5.9,9.6,0.56,0.67,4.1,2.0,none,memorization_heavy,Evening,No_issue,11.5
10,227,8,5.4,0,16.6,8.4,10.7,0.86,0.41,5.7,2.0,basic,project_heavy,Evening,No_issue,13.4
10,227,0,5.4,4,26.3,8.4,11.4,0.09,0.02,8.1,2.0,none,project_heavy,morning,Denial_mode,9.0
3,266,2,5.1,3,14.8,18.1,15.2,0.22,0.64,8.6,3.0,none,theory_heavy,morning,No_issue,16.5
1,203,0,6.8,2,6.9,5.0,9.1,0.08,0.12,4.5,5.0,none,memorization_heavy,Evening,panic_mode,1.7
2,68,7,4.1,6,5.3,6.8,9.2,0.73,0.95,8.6,5.0,none,project_heavy,morning,panic_mode,5.4
9,276,7,4.4,2,6.7,17.7,17.7,0.78,0.88,6.4,3.0,strong,project_heavy,afternoon,No_issue,17.0
2,210,2,4.4,2,6.5,17.4,19.5,0.25,0.24,5.5,4.0,strong,project_heavy,Evening,No_issue,17.3
7,117,1,4.1,6,35.7,5.9,4.4,0.19,0.69,9.0,4.0,none,memorization_heavy,Evening,panic_mode,9.0
9,100,5,5.6,3,24.0,1.0,4.1,0.54,0.07,8.0,3.0,none,theory_heavy,Evening,panic_mode,3.0
9,111,0,4.8,6,22.9,9.7,13.7,0.06,0.05,8.3,3.0,basic,project_heavy,afternoon,panic_mode,12.3
2,229,2,7.1,7,38.0,19.4,17.7,0.28,0.53,7.5,2.0,strong,project_heavy,Evening,Denial_mode,11.7
5,203,9,5.4,6,15.8,10.0,18.6,0.9,0.42,5.0,,strong,memorization_heavy,afternoon,panic_mode,10.5
4,70,3,5.8,0,38.4,8.4,6.6,0.38,0.6,7.0,2.0,none,memorization_heavy,morning,No_issue,10.4
8,268,0,6.3,6,19.9,11.4,11.8,0.06,0.24,8.7,4.0,none,memorization_heavy,Evening,panic_mode,9.3
3,182,5,4.7,5,29.3,7.4,12.0,0.59,0.14,3.2,3.0,strong,project_heavy,afternoon,panic_mode,8.6
2,182,9,8.0,1,4.0,10.0,13.5,1.0,0.21,5.8,4.0,,memorization_heavy,morning,Denial_mode,8.3
10,221,5,7.0,1,12.4,17.6,16.6,0.6,0.79,4.6,1.0,strong,memorization_heavy,morning,No_issue,18.5
6,62,8,8.6,3,27.8,15.3,15.1,0.81,0.93,8.1,2.0,basic,project_heavy,Evening,Denial_mode,12.0
5,82,5,7.1,4,8.9,19.7,18.9,0.53,0.43,6.8,2.0,,memorization_heavy,Evening,No_issue,16.2
3,108,3,8.5,6,8.6,20.0,20.0,0.36,0.41,8.9,3.0,strong,memorization_heavy,Evening,panic_mode,13.5
4,100,7,8.9,5,29.9,4.7,12.2,0.76,0.1,4.1,3.0,basic,memorization_heavy,morning,panic_mode,10.6
10,206,9,4.7,7,20.8,10.5,9.7,0.97,0.73,8.4,4.0,none,memorization_heavy,Evening,panic_mode,2.6
8,251,6,5.2,2,16.7,13.8,14.0,0.65,0.91,7.5,2.0,basic,project_heavy,Evening,No_issue,15.4
3,138,0,7.0,5,2.9,16.7,10.6,0.03,0.97,4.3,3.0,basic,theory_heavy,Evening,panic_mode,6.6
0,78,0,5.5,1,0.5,13.1,17.4,0.07,0.48,3.4,5.0,basic,project_heavy,Evening,Denial_mode,7.4
9,153,0,8.9,2,26.6,17.7,15.4,0.06,0.99,3.1,2.0,,project_heavy,afternoon,Denial_mode,11.8
4,120,2,7.4,3,27.4,14.0,17.7,0.23,0.16,6.0,2.0,strong,project_heavy,afternoon,Denial_mode,12.9
2,80,6,5.3,1,8.5,6.1,8.9,0.66,0.75,8.3,5.0,none,project_heavy,Evening,panic_mode,10.5
0,250,2,8.0,7,5.1,5.0,9.3,0.26,0.19,4.0,,none,theory_heavy,Evening,panic_mode,11.8
8,88,9,6.5,6,30.0,12.0,,0.98,0.68,3.6,3.0,none,memorization_heavy,morning,panic_mode,9.8
4,137,2,6.0,1,31.8,10.2,11.6,0.2,0.6,6.5,2.0,basic,theory_heavy,Evening,Denial_mode,7.5
0,295,5,5.9,5,0.3,14.9,15.4,0.52,0.66,5.5,4.0,,project_heavy,afternoon,Denial_mode,4.9
0,296,4,7.9,2,5.5,12.3,17.3,0.46,0.23,4.7,3.0,basic,project_heavy,Evening,panic_mode,17.4
0,231,3,6.1,3,1.9,19.2,19.3,0.38,0.56,3.4,4.0,,memorization_heavy,morning,Denial_mode,10.8
7,226,1,5.1,4,7.3,10.6,11.9,0.16,0.19,4.1,3.0,none,theory_heavy,afternoon,panic_mode,10.0
3,234,0,6.3,7,5.9,7.0,12.1,0.09,0.08,3.8,,none,project_heavy,afternoon,panic_mode,10.2
3,145,0,4.0,2,16.4,20.0,16.5,0.07,0.8,7.9,3.0,basic,memorization_heavy,Evening,No_issue,17.8
2,236,2,4.8,6,37.7,15.8,14.5,0.22,0.06,8.0,4.0,basic,theory_heavy,afternoon,panic_mode,13.8
2,151,2,5.9,7,2.2,11.6,12.6,0.29,0.32,5.7,5.0,none,memorization_heavy,morning,Denial_mode,5.6
6,114,8,6.2,0,13.4,8.4,12.7,0.84,0.94,5.5,2.0,none,theory_heavy,afternoon,No_issue,14.5
9,244,0,6.4,5,29.1,9.3,11.4,0.06,0.77,7.2,3.0,basic,project_heavy,morning,No_issue,14.8
7,132,8,5.6,3,2.5,4.6,10.1,0.8,0.33,4.6,4.0,none,theory_heavy,Evening,panic_mode,7.9
7,193,4,6.9,7,7.6,13.0,11.3,0.45,0.17,7.8,3.0,,theory_heavy,Evening,panic_mode,8.9
7,161,8,9.0,1,13.4,8.0,12.0,0.87,0.44,8.3,1.0,none,theory_heavy,morning,Denial_mode,8.7
1,265,0,6.6,1,3.4,13.5,15.4,0.01,0.99,7.4,5.0,basic,memorization_heavy,Evening,Denial_mode,6.1
10,150,6,5.2,0,19.8,11.8,15.0,0.69,0.13,4.2,,basic,project_heavy,Evening,panic_mode,11.2
8,76,7,8.3,0,6.4,10.0,16.4,0.79,0.83,3.2,3.0,strong,memorization_heavy,morning,panic_mode,16.7
8,131,9,4.7,0,19.8,12.0,10.4,0.9,0.74,8.8,2.0,basic,memorization_heavy,morning,Denial_mode,8.8
9,54,4,7.4,7,13.0,14.1,16.6,0.49,0.23,5.5,2.0,strong,memorization_heavy,Evening,No_issue,16.3
2,82,0,6.7,4,3.3,7.0,11.5,0.09,0.12,8.0,5.0,none,theory_heavy,morning,Denial_mode,4.9
5,146,6,5.4,2,9.7,20.0,19.6,0.64,0.85,8.3,4.0,strong,theory_heavy,Evening,No_issue,19.3
0,106,6,7.0,5,5.8,4.5,11.9,0.66,0.3,8.8,4.0,,theory_heavy,morning,No_issue,12.9
4,92,9,7.5,7,1.2,8.9,12.6,0.94,0.53,4.6,3.0,basic,project_heavy,afternoon,panic_mode,9.5
2,120,7,6.7,2,24.4,11.9,,0.74,0.02,5.0,3.0,basic,project_heavy,morning,panic_mode,16.3
9,253,8,8.0,2,0.1,20.0,16.5,0.8,0.68,3.6,2.0,basic,theory_heavy,morning,No_issue,13.7
7,140,3,4.5,0,38.6,7.8,5.7,0.4,0.75,6.7,4.0,basic,memorization_heavy,afternoon,panic_mode,11.6
7,155,1,5.0,1,39.1,12.9,17.2,0.19,0.65,7.3,2.0,strong,theory_heavy,morning,Denial_mode,12.4
0,54,6,7.9,6,4.3,16.0,15.3,0.62,0.54,3.4,5.0,basic,theory_heavy,morning,Denial_mode,11.4
1,235,4,6.4,5,4.3,9.1,6.8,0.4,0.7,7.3,,,theory_heavy,morning,Denial_mode,5.3
2,144,3,9.0,4,6.0,13.1,12.8,0.34,0.32,6.8,5.0,none,memorization_heavy,afternoon,No_issue,12.1
2,196,4,6.5,3,20.9,6.0,13.1,0.44,0.41,3.8,4.0,none,memorization_heavy,morning,panic_mode,8.3
9,101,9,6.9,4,1.0,20.0,20.0,0.9,0.73,4.1,3.0,strong,project_heavy,Evening,panic_mode,10.8
2,261,4,6.4,0,26.4,20.0,20.0,0.42,0.57,4.4,5.0,basic,memorization_heavy,morning,panic_mode,20.0
7,248,6,7.5,7,10.4,11.3,17.7,0.62,0.95,4.0,2.0,strong,theory_heavy,afternoon,No_issue,15.7
4,287,6,8.9,6,25.1,15.4,19.5,0.63,0.22,8.1,,basic,project_heavy,Evening,Denial_mode,14.2
0,244,1,7.4,0,6.6,10.3,16.6,0.14,0.13,5.0,4.0,basic,project_heavy,afternoon,panic_mode,9.8
8,255,1,6.5,4,0.3,9.0,12.0,0.1,0.85,7.4,3.0,basic,theory_heavy,morning,No_issue,10.4
10,285,4,4.1,4,10.9,5.0,8.1,0.44,0.29,3.6,4.0,basic,theory_heavy,morning,panic_mode,9.9
8,211,2,6.3,6,19.7,6.9,10.6,0.25,0.02,6.9,3.0,basic,theory_heavy,Evening,panic_mode,5.3
4,209,1,4.5,7,33.7,14.9,17.5,0.19,0.56,5.2,3.0,strong,memorization_heavy,Evening,panic_mode,20.0
10,59,7,4.9,6,4.7,14.9,17.8,0.74,0.1,6.3,5.0,basic,theory_heavy,afternoon,panic_mode,6.7
10,95,2,7.1,6,18.1,10.5,14.3,0.25,0.03,8.9,1.0,basic,memorization_heavy,afternoon,Denial_mode,9.5
10,75,0,6.7,1,21.6,7.0,10.7,0.1,0.43,4.0,3.0,none,memorization_heavy,morning,panic_mode,12.5
2,52,2,5.0,1,10.2,13.9,16.7,0.29,0.86,4.3,,basic,project_heavy,afternoon,panic_mode,15.4
8,300,0,6.8,0,28.0,13.6,13.1,0.06,0.06,8.9,2.0,none,project_heavy,morning,Denial_mode,9.3
5,107,7,6.2,3,19.0,11.7,9.8,0.73,0.95,5.6,2.0,none,theory_heavy,afternoon,No_issue,12.7
7,55,7,4.7,3,29.2,6.5,10.5,0.8,0.02,4.5,3.0,none,theory_heavy,Evening,panic_mode,7.6
0,91,5,6.2,5,11.9,16.3,15.7,0.57,0.88,8.4,4.0,basic,theory_heavy,afternoon,No_issue,15.7
8,281,6,6.8,6,23.4,10.2,12.3,0.62,0.25,5.8,3.0,basic,project_heavy,Evening,panic_mode,15.2
6,210,7,4.0,6,22.1,8.1,11.5,0.77,0.01,5.7,2.0,basic,memorization_heavy,afternoon,No_issue,12.4
10,106,2,6.6,7,15.4,11.1,8.8,0.24,0.48,8.3,4.0,basic,project_heavy,afternoon,panic_mode,1.6
1,218,5,8.0,4,10.2,2.5,6.0,0.55,0.25,7.5,3.0,none,memorization_heavy,Evening,panic_mode,5.2
9,205,0,8.3,0,20.3,8.3,9.4,0.09,0.36,8.5,3.0,none,memorization_heavy,morning,panic_mode,11.0
1,163,3,4.8,2,0.9,18.7,18.0,0.37,0.59,9.0,4.0,strong,project_heavy,morning,Denial_mode,8.6
1,128,0,6.6,3,11.8,9.2,14.6,0.01,0.23,3.5,2.0,basic,theory_heavy,Evening,Denial_mode,7.5
3,186,7,8.5,5,5.0,10.3,11.7,0.77,0.11,3.7,3.0,,theory_heavy,morning,panic_mode,4.9
9,63,8,5.4,2,36.8,11.2,13.9,0.89,0.56,5.0,3.0,basic,memorization_heavy,afternoon,No_issue,17.6
6,209,7,6.7,6,2.1,6.5,12.0,0.72,0.01,4.5,3.0,basic,project_heavy,morning,panic_mode,9.0
4,249,4,7.6,1,19.3,3.5,7.0,0.49,0.27,4.2,2.0,none,theory_heavy,Evening,No_issue,10.3
7,127,8,8.1,0,7.4,5.4,4.8,0.88,0.57,8.2,2.0,none,theory_heavy,Evening,Denial_mode,0.0
2,281,8,4.1,4,8.9,3.5,11.7,0.9,0.1,6.8,5.0,basic,theory_heavy,Evening,No_issue,11.3
4,213,4,8.4,5,20.8,18.6,19.3,0.46,0.62,5.3,2.0,strong,memorization_heavy,Evening,No_issue,20.0
1,74,8,6.3,3,3.1,10.2,13.0,0.85,0.89,4.7,5.0,none,project_heavy,afternoon,Denial_mode,3.1
8,186,2,5.0,6,20.7,7.9,10.4,0.29,0.55,7.6,3.0,basic,project_heavy,morning,panic_mode,11.8
6,263,2,6.9,1,26.4,12.1,15.3,0.27,0.08,7.8,3.0,none,memorization_heavy,morning,No_issue,17.3
4,236,5,5.0,2,2.7,17.5,17.2,0.56,0.16,6.1,3.0,strong,memorization_heavy,Evening,No_issue,15.2
8,263,4,8.1,0,21.7,14.9,14.6,0.49,0.16,6.5,2.0,,theory_heavy,morning,No_issue,16.0
9,221,2,4.9,2,12.9,13.1,11.8,0.28,0.55,4.1,2.0,basic,theory_heavy,afternoon,Denial_mode,7.1
5,127,9,7.0,4,6.6,14.8,13.6,0.98,0.86,6.0,2.0,none,theory_heavy,morning,No_issue,13.3
1,182,4,5.8,3,2.9,8.4,8.3,0.48,0.63,7.3,5.0,none,theory_heavy,afternoon,Denial_mode,4.8
0,118,8,5.7,4,1.9,9.6,8.8,0.82,0.81,8.8,5.0,none,theory_heavy,afternoon,Denial_mode,4.1
2,236,6,7.6,1,33.0,4.1,13.0,0.7,0.16,8.7,3.0,basic,theory_heavy,afternoon,No_issue,12.7
1,190,8,8.4,3,11.8,12.3,10.9,0.85,0.79,4.2,2.0,basic,project_heavy,afternoon,No_issue,12.6
4,207,6,7.1,4,31.2,13.3,16.7,0.62,0.07,7.8,2.0,strong,memorization_heavy,Evening,No_issue,16.7
2,181,5,7.0,1,1.9,0.1,4.0,0.55,0.1,3.6,5.0,none,project_heavy,morning,Denial_mode,0.0
5,73,4,5.8,0,27.4,9.5,11.4,0.48,0.65,3.6,2.0,none,theory_heavy,Evening,No_issue,14.3
5,289,0,5.4,1,5.0,9.9,11.2,0.07,0.17,6.3,,none,memorization_heavy,Evening,No_issue,10.8
3,118,7,4.8,6,34.1,12.3,11.5,0.77,0.27,5.9,,none,theory_heavy,afternoon,panic_mode,12.2
4,265,7,6.7,4,32.8,13.7,15.0,0.72,0.78,4.8,2.0,none,project_heavy,Evening,No_issue,17.3
4,214,8,6.1,6,33.3,11.3,10.2,0.81,0.61,8.1,4.0,basic,theory_heavy,Evening,panic_mode,10.7
10,300,8,5.2,0,35.3,14.1,16.6,0.88,0.83,5.9,,strong,memorization_heavy,morning,No_issue,18.4
5,154,1,4.9,6,3.7,9.3,12.3,0.13,0.52,4.1,4.0,basic,project_heavy,afternoon,panic_mode,10.7
3,157,7,7.0,6,1.8,14.0,15.5,0.77,0.17,7.3,2.0,basic,theory_heavy,morning,No_issue,12.5
1,270,4,8.2,7,11.6,12.1,11.5,0.41,0.65,8.9,3.0,none,theory_heavy,morning,panic_mode,9.9
5,275,6,4.2,4,17.1,7.9,12.2,0.69,0.05,4.5,,none,memorization_heavy,afternoon,No_issue,13.0
8,66,6,8.4,4,35.2,7.6,12.7,0.61,0.31,7.6,1.0,basic,memorization_heavy,afternoon,No_issue,15.0
10,107,9,6.7,3,12.9,9.9,11.4,0.97,0.87,3.8,3.0,strong,theory_heavy,morning,panic_mode,13.6
3,170,9,6.8,7,1.4,14.5,9.2,0.94,0.96,5.3,5.0,none,memorization_heavy,morning,panic_mode,3.8
0,209,7,7.2,0,3.8,10.4,10.0,0.77,0.88,3.5,4.0,basic,theory_heavy,afternoon,Denial_mode,5.3
0,70,7,8.1,0,8.7,18.1,16.1,0.77,0.81,7.1,3.0,basic,project_heavy,morning,No_issue,16.8
4,225,4,5.5,6,32.8,10.5,10.9,0.49,0.18,4.1,3.0,strong,theory_heavy,Evening,panic_mode,10.1
0,81,5,4.1,6,1.6,11.2,9.6,0.58,0.95,4.9,5.0,none,project_heavy,Evening,Denial_mode,1.5
8,252,1,4.2,5,24.6,17.9,15.7,0.15,0.77,6.5,,basic,memorization_heavy,morning,No_issue,16.5
9,85,2,8.1,4,23.9,9.4,10.2,0.22,0.02,6.8,2.0,none,memorization_heavy,morning,Denial_mode,9.7
2,298,7,7.2,0,29.3,9.3,10.6,0.7,0.69,8.6,3.0,none,project_heavy,morning,No_issue,14.8
0,248,0,5.6,0,7.7,11.8,11.6,0.05,0.15,4.0,4.0,none,memorization_heavy,Evening,panic_mode,12.9
10,134,5,5.5,6,32.1,12.3,9.5,0.51,0.9,3.7,3.0,none,project_heavy,Evening,panic_mode,11.7
3,283,8,4.9,5,29.1,9.7,13.9,0.85,0.33,4.7,3.0,basic,memorization_heavy,afternoon,panic_mode,9.0
6,284,3,4.5,3,27.8,10.6,14.9,0.39,0.16,6.9,3.0,basic,project_heavy,afternoon,No_issue,15.9
10,140,9,6.9,6,19.0,9.6,12.5,0.94,0.38,8.0,3.0,basic,project_heavy,Evening,panic_mode,14.1
8,139,4,8.1,3,11.6,10.9,14.0,0.44,0.28,5.0,1.0,none,memorization_heavy,afternoon,No_issue,15.5
1,245,8,5.0,2,10.0,9.9,6.5,0.83,0.95,8.6,5.0,none,theory_heavy,afternoon,panic_mode,10.5
8,209,9,7.7,6,29.3,10.4,13.3,0.97,0.31,5.2,2.0,basic,theory_heavy,afternoon,No_issue,15.4
2,87,9,7.8,6,34.2,10.9,12.3,0.99,0.31,5.9,4.0,basic,project_heavy,Evening,panic_mode,8.4
1,233,6,7.7,6,8.7,8.1,13.4,0.65,0.24,4.4,,strong,theory_heavy,morning,panic_mode,11.6
0,239,4,6.0,7,8.2,12.5,12.5,0.41,0.83,4.6,5.0,strong,memorization_heavy,morning,panic_mode,11.8
1,230,6,7.5,5,8.0,17.2,16.9,0.61,0.56,6.8,3.0,basic,memorization_heavy,morning,No_issue,17.0
4,291,8,5.2,3,8.9,10.0,12.5,0.87,0.28,3.6,4.0,basic,memorization_heavy,Evening,panic_mode,12.0
9,62,4,4.7,3,16.3,10.7,11.3,0.45,0.44,8.8,3.0,basic,memorization_heavy,morning,No_issue,13.7
3,72,1,4.1,7,33.2,6.3,8.7,0.12,0.83,4.8,4.0,,project_heavy,morning,panic_mode,9.6
1,55,6,7.6,2,0.5,17.6,14.4,0.66,0.56,6.9,2.0,strong,memorization_heavy,morning,Denial_mode,6.7
2,253,4,6.0,5,25.1,6.2,13.5,0.49,0.39,6.7,,basic,theory_heavy,Evening,No_issue,15.7
6,59,6,5.7,0,18.3,6.2,10.1,0.62,0.07,8.0,3.0,basic,memorization_heavy,morning,No_issue,13.1
0,137,1,5.6,1,2.9,4.4,4.7,0.15,0.62,4.5,5.0,none,theory_heavy,morning,Denial_mode,0.0
2,103,5,8.4,0,15.1,2.2,7.8,0.52,0.79,3.6,3.0,basic,theory_heavy,morning,panic_mode,4.7
7,71,9,5.1,3,17.1,13.0,12.0,0.98,0.51,8.7,3.0,none,theory_heavy,Evening,No_issue,13.6
2,155,0,4.7,7,32.1,12.0,13.2,0.01,0.77,8.4,,basic,project_heavy,morning,panic_mode,7.4
10,253,7,5.7,6,26.9,7.2,11.1,0.76,0.33,6.4,3.0,none,memorization_heavy,afternoon,panic_mode,7.0
9,262,6,5.6,4,10.6,8.2,8.3,0.62,0.91,6.8,4.0,none,project_heavy,afternoon,panic_mode,14.9
5,119,6,4.5,6,9.8,11.3,12.2,0.6,0.15,7.4,5.0,none,project_heavy,afternoon,panic_mode,15.4
10,220,3,7.5,1,7.8,10.2,9.6,0.35,0.66,7.6,3.0,none,memorization_heavy,Evening,panic_mode,11.4
7,50,3,6.2,5,3.4,16.6,17.6,0.34,0.86,6.8,4.0,basic,project_heavy,afternoon,No_issue,16.0
2,190,6,7.4,7,30.4,10.3,13.4,0.64,0.17,3.4,3.0,basic,project_heavy,Evening,panic_mode,7.1
2,216,2,8.8,4,16.8,13.4,11.4,0.29,0.43,5.9,2.0,none,memorization_heavy,afternoon,Denial_mode,4.4
6,265,9,5.0,3,5.7,14.7,14.4,0.91,0.9,4.0,4.0,strong,memorization_heavy,afternoon,panic_mode,7.9
7,72,5,8.9,1,25.9,19.4,15.2,0.54,0.6,8.3,3.0,basic,project_heavy,afternoon,No_issue,18.0
10,262,1,4.9,1,9.1,11.6,11.4,0.17,0.73,7.2,4.0,none,project_heavy,Evening,No_issue,11.8
6,124,4,8.5,2,7.9,6.1,5.5,0.41,0.34,7.2,2.0,none,memorization_heavy,morning,No_issue,9.3
0,174,1,7.8,6,2.0,9.2,8.8,0.18,0.8,4.0,5.0,none,memorization_heavy,morning,Denial_mode,1.5
10,205,9,6.6,7,17.7,10.7,14.4,0.97,0.56,4.4,3.0,basic,project_heavy,morning,panic_mode,14.7
4,107,0,6.1,1,17.7,6.8,10.6,0.05,0.48,7.5,,basic,memorization_heavy,morning,No_issue,11.6
3,141,4,6.7,6,31.0,10.9,12.1,0.46,0.25,6.0,3.0,basic,project_heavy,Evening,panic_mode,12.8
4,60,4,7.8,0,7.9,10.2,13.4,0.49,0.04,8.2,3.0,basic,theory_heavy,morning,No_issue,13.0
8,254,9,5.5,7,21.6,10.8,11.2,0.94,0.23,8.8,2.0,none,project_heavy,Evening,Denial_mode,7.7
1,162,4,6.6,5,12.0,8.3,10.4,0.45,0.72,4.3,3.0,basic,project_heavy,morning,panic_mode,11.1
8,237,3,7.1,2,21.6,15.5,15.6,0.33,0.81,6.2,1.0,strong,project_heavy,Evening,No_issue,17.0
7,287,4,4.5,2,13.1,7.2,,0.46,0.15,5.9,3.0,,theory_heavy,morning,panic_mode,6.5
8,167,2,6.9,1,5.4,13.7,17.0,0.24,0.21,3.2,4.0,strong,theory_heavy,Evening,panic_mode,7.4
7,130,6,8.6,7,36.0,15.7,14.8,0.61,0.06,9.0,2.0,basic,memorization_heavy,morning,Denial_mode,11.1
3,170,7,8.9,5,8.4,12.7,12.6,0.74,0.0,4.9,3.0,none,theory_heavy,afternoon,panic_mode,10.4
4,148,5,8.9,3,30.5,17.9,16.8,0.52,0.72,8.8,3.0,strong,project_heavy,afternoon,No_issue,18.4
6,287,8,4.6,1,33.7,17.7,16.5,0.82,0.66,8.7,2.0,strong,theory_heavy,Evening,Denial_mode,12.4
5,171,0,7.6,0,36.8,10.5,12.0,0.01,0.49,4.8,1.0,none,memorization_heavy,afternoon,Denial_mode,8.0
5,111,6,7.1,1,0.3,8.1,10.8,0.64,0.6,4.2,3.0,basic,memorization_heavy,Evening,panic_mode,8.4
7,162,8,6.4,3,34.4,11.3,17.9,0.85,0.14,4.8,2.0,strong,theory_heavy,morning,No_issue,17.2
0,66,7,6.4,5,2.0,13.9,14.6,0.78,0.49,8.5,5.0,basic,project_heavy,morning,Denial_mode,9.2
0,145,1,7.5,0,7.7,17.1,16.5,0.11,0.3,4.6,4.0,basic,theory_heavy,afternoon,panic_mode,7.5
